                      mextram gummel test ic,b,s=f(vc,ib)
                      DC transfer characteristic  Mon Dec  2 18:31:36  2024
--------------------------------------------------------------------------------
Index   v-sweep         abs(i(vc))      abs(i(vb))      abs(i(vs))      
--------------------------------------------------------------------------------
75	9.500000e-01	1.146031e-08	3.356766e-02	5.718161e-18	
76	9.600000e-01	1.147073e-08	3.392116e-02	8.417243e-18	
77	9.700000e-01	1.148114e-08	3.427468e-02	1.239034e-17	
78	9.800000e-01	1.149154e-08	3.462819e-02	1.823882e-17	
79	9.900000e-01	1.150191e-08	3.498171e-02	2.684789e-17	
80	1.000000e+00	1.151227e-08	3.533523e-02	3.952061e-17	
81	1.010000e+00	1.152262e-08	3.568876e-02	5.817510e-17	
82	1.020000e+00	1.153295e-08	3.604229e-02	8.563486e-17	
83	1.030000e+00	1.154327e-08	3.639582e-02	1.260561e-16	
84	1.040000e+00	1.155357e-08	3.674935e-02	1.855571e-16	
85	1.050000e+00	1.156385e-08	3.710289e-02	2.731435e-16	
86	1.060000e+00	1.157412e-08	3.745643e-02	4.020725e-16	
87	1.070000e+00	1.158438e-08	3.780997e-02	5.918584e-16	
88	1.080000e+00	1.159461e-08	3.816352e-02	8.712270e-16	
89	1.090000e+00	1.160484e-08	3.851707e-02	1.282463e-15	
90	1.100000e+00	1.161504e-08	3.887062e-02	1.887810e-15	
91	1.110000e+00	1.162523e-08	3.922418e-02	2.778892e-15	
92	1.120000e+00	1.163541e-08	3.957773e-02	4.090582e-15	
93	1.130000e+00	1.164557e-08	3.993130e-02	6.021415e-15	
94	1.140000e+00	1.165571e-08	4.028486e-02	8.863638e-15	
95	1.150000e+00	1.166584e-08	4.063843e-02	1.304745e-14	
96	1.160000e+00	1.167595e-08	4.099200e-02	1.920609e-14	
97	1.170000e+00	1.168604e-08	4.134557e-02	2.827173e-14	
98	1.180000e+00	1.169612e-08	4.169915e-02	4.161653e-14	
99	1.190000e+00	1.170619e-08	4.205273e-02	6.126033e-14	
100	1.200000e+00	1.171623e-08	4.240631e-02	9.017637e-14	
101	1.210000e+00	1.172626e-08	4.275990e-02	1.327413e-13	
102	1.220000e+00	1.173627e-08	4.311349e-02	1.953978e-13	
103	1.230000e+00	1.174627e-08	4.346708e-02	2.876293e-13	
104	1.240000e+00	1.175624e-08	4.382067e-02	4.233958e-13	
105	1.250000e+00	1.176620e-08	4.417427e-02	6.232468e-13	
106	1.260000e+00	1.177613e-08	4.452787e-02	9.174311e-13	
107	1.270000e+00	1.178604e-08	4.488147e-02	1.350476e-12	
108	1.280000e+00	1.179592e-08	4.523508e-02	1.987927e-12	
109	1.290000e+00	1.180576e-08	4.558869e-02	2.926266e-12	
110	1.300000e+00	1.181556e-08	4.594230e-02	4.307520e-12	
111	1.310000e+00	1.182530e-08	4.629592e-02	6.340752e-12	
112	1.320000e+00	1.183497e-08	4.664953e-02	9.333707e-12	

Index   v-sweep         abs(i(vc))      abs(i(vb))      abs(i(vs))      
--------------------------------------------------------------------------------
113	1.330000e+00	1.184452e-08	4.700315e-02	1.373940e-11	
114	1.340000e+00	1.185384e-08	4.735678e-02	2.147002e-11	
115	1.350000e+00	1.186300e-08	4.771040e-02	3.160427e-11	
116	1.360000e+00	1.187183e-08	4.806403e-02	4.652209e-11	
117	1.370000e+00	1.188019e-08	4.841767e-02	6.848140e-11	
118	1.380000e+00	1.188787e-08	4.877130e-02	1.008059e-10	
119	1.390000e+00	1.189455e-08	4.912494e-02	1.483882e-10	
120	1.400000e+00	1.189978e-08	4.947858e-02	2.184302e-10	
